基金名稱,名次,券商,總手續費,總手續費占比,交易金額,股票手續費,平均手續費率,投信,主基金名稱
台新全球傘型基金之台新收益領航多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),1,Cantor,69693,3.35%,766141586,69693,0.01%,台新投信,台新全球傘型基金之台新收益領航多重資產基金
台新全球傘型基金之台新收益領航多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2,國泰綜合證券,29527,1.42%,263037541,29527,0.01%,台新投信,台新全球傘型基金之台新收益領航多重資產基金
台新全球傘型基金之台新收益領航多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),3,台新證券,543754,26.11%,679693626,543754,0.08%,台新投信,台新全球傘型基金之台新收益領航多重資產基金
台新全球傘型基金之台新收益領航多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),4,元大證券,413970,19.88%,517462023,413970,0.08%,台新投信,台新全球傘型基金之台新收益領航多重資產基金
台新全球傘型基金之台新收益領航多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),5,富邦證券,388297,18.65%,485371561,388297,0.08%,台新投信,台新全球傘型基金之台新收益領航多重資產基金
台新全球龍頭成長主動式ETF基金,1,台新證券,159798,27.14%,195787119,159798,0.08%,台新投信,台新全球龍頭成長主動式ETF基金
台新全球龍頭成長主動式ETF基金,2,統一綜合證券,113100,19.21%,141375194,113100,0.08%,台新投信,台新全球龍頭成長主動式ETF基金
台新全球龍頭成長主動式ETF基金,3,富邦證券,96653,16.41%,106193965,96653,0.09%,台新投信,台新全球龍頭成長主動式ETF基金
台新全球龍頭成長主動式ETF基金,4,Goldman Sachs,11274,1.91%,90228645,11274,0.01%,台新投信,台新全球龍頭成長主動式ETF基金
台新全球龍頭成長主動式ETF基金,5,元大證券,71100,12.07%,88874617,71100,0.08%,台新投信,台新全球龍頭成長主動式ETF基金
台新臺灣優勢成長主動式ETF基金 (基金之配息來源可能為收益平準金),1,台新證券,2179043,23.16%,2179468300,2179043,0.10%,台新投信,台新臺灣優勢成長主動式ETF基金
台新臺灣優勢成長主動式ETF基金 (基金之配息來源可能為收益平準金),2,兆豐證券,1177148,12.51%,1177411800,1177148,0.10%,台新投信,台新臺灣優勢成長主動式ETF基金
台新臺灣優勢成長主動式ETF基金 (基金之配息來源可能為收益平準金),3,元大證券,937268,9.96%,937380800,937268,0.10%,台新投信,台新臺灣優勢成長主動式ETF基金
台新臺灣優勢成長主動式ETF基金 (基金之配息來源可能為收益平準金),4,中信證券,909558,9.67%,909656200,909558,0.10%,台新投信,台新臺灣優勢成長主動式ETF基金
台新臺灣優勢成長主動式ETF基金 (基金之配息來源可能為收益平準金),5,凱基證券,844576,8.98%,844676000,844576,0.10%,台新投信,台新臺灣優勢成長主動式ETF基金
台新美國聚焦傘型基金之台新美國優選收益非投資等級債券ETF基金 (本基金之配息來源可能為收益平準金且無保證收益及配息),1,Jane Street,0,0.00%,0,0,0.00%,台新投信,台新美國聚焦傘型基金之台新美國優選收益非投資等級債券ETF基金
台新美國聚焦傘型基金之台新美國優選收益非投資等級債券ETF基金 (本基金之配息來源可能為收益平準金且無保證收益及配息),2,永豐金證券,0,0.00%,0,0,0.00%,台新投信,台新美國聚焦傘型基金之台新美國優選收益非投資等級債券ETF基金
台新美國聚焦傘型基金之台新美國優選收益非投資等級債券ETF基金 (本基金之配息來源可能為收益平準金且無保證收益及配息),3,元大證券,0,0.00%,0,0,0.00%,台新投信,台新美國聚焦傘型基金之台新美國優選收益非投資等級債券ETF基金
台新美國聚焦傘型基金之台新美國優選收益非投資等級債券ETF基金 (本基金之配息來源可能為收益平準金且無保證收益及配息),4,nan,0,0.00%,0,0,0.00%,台新投信,台新美國聚焦傘型基金之台新美國優選收益非投資等級債券ETF基金
台新美國聚焦傘型基金之台新美國優選收益非投資等級債券ETF基金 (本基金之配息來源可能為收益平準金且無保證收益及配息),5,nan,0,0.00%,0,0,0.00%,台新投信,台新美國聚焦傘型基金之台新美國優選收益非投資等級債券ETF基金
台新美國聚焦傘型基金之台新美國標普日常消費品精選行業指數基金,1,台新證券,2810494,31.42%,3513120156,2810494,0.08%,台新投信,台新美國聚焦傘型基金之台新美國標普日常消費品精選行業指數基金
台新美國聚焦傘型基金之台新美國標普日常消費品精選行業指數基金,2,Cantor,506577,5.66%,2177614415,506577,0.02%,台新投信,台新美國聚焦傘型基金之台新美國標普日常消費品精選行業指數基金
台新美國聚焦傘型基金之台新美國標普日常消費品精選行業指數基金,3,永豐金證券,1164544,13.02%,1455678395,1164544,0.08%,台新投信,台新美國聚焦傘型基金之台新美國標普日常消費品精選行業指數基金
台新美國聚焦傘型基金之台新美國標普日常消費品精選行業指數基金,4,凱基證券,1134998,12.69%,1418745680,1134998,0.08%,台新投信,台新美國聚焦傘型基金之台新美國標普日常消費品精選行業指數基金
台新美國聚焦傘型基金之台新美國標普日常消費品精選行業指數基金,5,富邦證券,953698,10.66%,1192121241,953698,0.08%,台新投信,台新美國聚焦傘型基金之台新美國標普日常消費品精選行業指數基金
台新彭博美國成長指數基金,1,台新證券,1261445,35.50%,1576806228,1261445,0.08%,台新投信,台新彭博美國成長指數基金
台新彭博美國成長指數基金,2,Cantor,82340,2.32%,1263714860,82340,0.01%,台新投信,台新彭博美國成長指數基金
台新彭博美國成長指數基金,3,永豐金證券,739055,20.80%,923820973,739055,0.08%,台新投信,台新彭博美國成長指數基金
台新彭博美國成長指數基金,4,凱基證券,671893,18.91%,839864244,671893,0.08%,台新投信,台新彭博美國成長指數基金
台新彭博美國成長指數基金,5,富邦證券,648144,18.24%,810179991,648144,0.08%,台新投信,台新彭博美國成長指數基金
台新全球AI電力基金,1,台新證券,278124,29.05%,347654971,278124,0.08%,台新投信,台新全球AI電力基金
台新全球AI電力基金,2,永豐金證券,188068,19.64%,235085809,188068,0.08%,台新投信,台新全球AI電力基金
台新全球AI電力基金,3,富邦證券,148224,15.48%,185279571,148224,0.08%,台新投信,台新全球AI電力基金
台新全球AI電力基金,4,Goldman Sachs,15304,1.60%,163048806,15304,0.01%,台新投信,台新全球AI電力基金
台新全球AI電力基金,5,TD-COWEN,115716,12.09%,144644964,115716,0.08%,台新投信,台新全球AI電力基金
台新台灣富貴基金,1,台新證券,259949,18.96%,259954300,259949,0.10%,台新投信,台新台灣富貴基金
台新台灣富貴基金,2,富邦證券,209697,15.30%,209697500,209697,0.10%,台新投信,台新台灣富貴基金
台新台灣富貴基金,3,兆豐證券,196683,14.35%,196683500,196683,0.10%,台新投信,台新台灣富貴基金
台新台灣富貴基金,4,永豐金證券,112580,8.21%,112580000,112580,0.10%,台新投信,台新台灣富貴基金
台新台灣富貴基金,5,國票綜合證券,95963,7.00%,95963000,95963,0.10%,台新投信,台新台灣富貴基金
台新大三通基金,1,台新證券,670347,25.51%,670447750,670347,0.10%,台新投信,台新大三通基金
台新大三通基金,2,富邦證券,426573,16.23%,426664067,426573,0.10%,台新投信,台新大三通基金
台新大三通基金,3,兆豐證券,334636,12.73%,334692000,334636,0.10%,台新投信,台新大三通基金
台新大三通基金,4,華南永昌綜合證券,240633,9.16%,240659500,240633,0.10%,台新投信,台新大三通基金
台新大三通基金,5,福邦證券,155496,5.92%,155496500,155496,0.10%,台新投信,台新大三通基金
台新2000高科技基金,1,台新證券,1534985,23.38%,1534995000,1534985,0.10%,台新投信,台新2000高科技基金
台新2000高科技基金,2,富邦證券,1136922,17.32%,1136928500,1136922,0.10%,台新投信,台新2000高科技基金
台新2000高科技基金,3,兆豐證券,969224,14.76%,969229000,969224,0.10%,台新投信,台新2000高科技基金
台新2000高科技基金,4,元大證券,601440,9.16%,601443000,601440,0.10%,台新投信,台新2000高科技基金
台新2000高科技基金,5,國票綜合證券,384130,5.85%,384135250,384130,0.10%,台新投信,台新2000高科技基金
台新高股息平衡基金,1,台新證券,1147228,20.95%,1136970800,1136623,0.10%,台新投信,台新高股息平衡基金
台新高股息平衡基金,2,兆豐證券,894609,16.34%,886947650,886653,0.10%,台新投信,台新高股息平衡基金
台新高股息平衡基金,3,國票綜合證券,495834,9.06%,494499950,494344,0.10%,台新投信,台新高股息平衡基金
台新高股息平衡基金,4,元大證券,477900,8.73%,465107700,465021,0.10%,台新投信,台新高股息平衡基金
台新高股息平衡基金,5,華南永昌綜合證券,420853,7.69%,419577000,419368,0.10%,台新投信,台新高股息平衡基金
台新中國成長基金,1,台新證券,229528,15.60%,229565565,229528,0.10%,台新投信,台新中國成長基金
台新中國成長基金,2,統一綜合證券,205896,13.99%,205895826,205896,0.10%,台新投信,台新中國成長基金
台新中國成長基金,3,國泰綜合證券,201448,13.69%,201448026,201448,0.10%,台新投信,台新中國成長基金
台新中國成長基金,4,Cantor,216346,14.70%,199453196,216346,0.11%,台新投信,台新中國成長基金
台新中國成長基金,5,永豐金證券,169214,11.50%,169213703,169214,0.10%,台新投信,台新中國成長基金
台新中國精選中小基金,1,興業證券,197186,18.50%,164321695,197186,0.12%,台新投信,台新中國精選中小基金
台新中國精選中小基金,2,台新證券,170934,16.04%,162633013,170934,0.11%,台新投信,台新中國精選中小基金
台新中國精選中小基金,3,國金証券,188884,17.72%,157403024,188884,0.12%,台新投信,台新中國精選中小基金
台新中國精選中小基金,4,Cantor,118312,11.10%,104400140,118312,0.11%,台新投信,台新中國精選中小基金
台新中國精選中小基金,5,國泰綜合證券,89159,8.36%,89159179,89159,0.10%,台新投信,台新中國精選中小基金
台新新興傘型基金之台新新興市場機會股票基金,1,富邦證券,20168,26.88%,20107138,20168,0.10%,台新投信,台新新興傘型基金之台新新興市場機會股票基金
台新新興傘型基金之台新新興市場機會股票基金,2,台新證券,17466,23.28%,17465750,17466,0.10%,台新投信,台新新興傘型基金之台新新興市場機會股票基金
台新新興傘型基金之台新新興市場機會股票基金,3,Cantor,6968,9.29%,11815664,6968,0.06%,台新投信,台新新興傘型基金之台新新興市場機會股票基金
台新新興傘型基金之台新新興市場機會股票基金,4,國泰綜合證券,10609,14.14%,8851535,10609,0.12%,台新投信,台新新興傘型基金之台新新興市場機會股票基金
台新新興傘型基金之台新新興市場機會股票基金,5,國票綜合證券,7734,10.31%,7735300,7734,0.10%,台新投信,台新新興傘型基金之台新新興市場機會股票基金
台新印度基金,1,Spark Institutional Equities Private Lim,636477,24.59%,318250787,636477,0.20%,台新投信,台新印度基金
台新印度基金,2,群益金鼎證券,610610,23.59%,305313151,610610,0.20%,台新投信,台新印度基金
台新印度基金,3,Elara Securities,478133,18.47%,239066359,478133,0.20%,台新投信,台新印度基金
台新印度基金,4,Motilal Oswal,468207,18.09%,234109769,468207,0.20%,台新投信,台新印度基金
台新印度基金,5,群益金鼎證券,154030,5.95%,77014979,154030,0.20%,台新投信,台新印度基金
台新中國傘型基金之台新中証消費服務領先指數基金,1,興業證券,665849,23.34%,554870653,665849,0.12%,台新投信,台新中國傘型基金之台新中証消費服務領先指數基金
台新中國傘型基金之台新中証消費服務領先指數基金,2,申萬宏源證券,653203,22.90%,544335579,653203,0.12%,台新投信,台新中國傘型基金之台新中証消費服務領先指數基金
台新中國傘型基金之台新中証消費服務領先指數基金,3,中信證券,620597,21.75%,482426262,620597,0.13%,台新投信,台新中國傘型基金之台新中証消費服務領先指數基金
台新中國傘型基金之台新中証消費服務領先指數基金,4,國泰海通證券,282325,9.90%,352904295,282325,0.08%,台新投信,台新中國傘型基金之台新中証消費服務領先指數基金
台新中國傘型基金之台新中証消費服務領先指數基金,5,國金証券,281562,9.87%,234635133,281562,0.12%,台新投信,台新中國傘型基金之台新中証消費服務領先指數基金
台新全球生技醫療基金,1,富邦證券,369717,27.48%,399561448,369717,0.09%,台新投信,台新全球生技醫療基金
台新全球生技醫療基金,2,中信證券,298749,22.21%,373435388,298749,0.08%,台新投信,台新全球生技醫療基金
台新全球生技醫療基金,3,台新證券,263059,19.55%,328824043,263059,0.08%,台新投信,台新全球生技醫療基金
台新全球生技醫療基金,4,國泰綜合證券,157687,11.72%,308892444,157687,0.05%,台新投信,台新全球生技醫療基金
台新全球生技醫療基金,5,兆豐證券,225334,16.75%,281667215,225334,0.08%,台新投信,台新全球生技醫療基金
台新美國豐收平衡基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),1,Goldman Sachs,3463,17.63%,63892223,3463,0.01%,台新投信,台新美國豐收平衡基金
台新美國豐收平衡基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),2,香港摩根士丹利,0,0.00%,0,0,0.00%,台新投信,台新美國豐收平衡基金
