基金名稱,是複委託
中國信託趨勢領袖多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且基金配息來源可能為本金),TRUE
中國信託美國數據中心及電力ETF 基金,TRUE
中國信託台灣收益成長主動式ETF基金 (基金之配息來源可能為收益平準金且基金並無保證收益及配息),FALSE
中國信託樂齡收益平衡基金 (本基金有相當比重投資於非投資等級之高風險債券且本基金之配息來源可能為本金),TRUE
中國信託台灣活力基金,FALSE
中國信託智慧城市建設基金,TRUE
中國信託MSCI中國外資自由投資50不含A及B股單日正向2倍ETF基金,FALSE
中國信託MSCI中國外資自由投資50不含A及B股ETF基金,TRUE
中國信託10年期以上高評級美元公司債券ETF基金 (本基金之配息來源可能為收益平準金),TRUE
中國信託10年期以上優先順位金融債券ETF基金 (本基金之配息來源可能為收益平準金),TRUE
中國信託美國政府20年期以上債券ETF基金,TRUE
中國信託美國高評級市政債券ETF基金 (本子基金並無保證收益及配息),TRUE
中國信託新興市場0-5年期美元政府債券ETF基金 (本子基金有 一定 比重投資於非投資等級之高風險債券 且基金並無保證收益及配息),TRUE
中國信託新興亞洲(不含中國)美元精選綜合債券ETF基金 (本子基金有一定比重投資於非投資等級之高風險債券且基金並無保證收益及配息),TRUE
中國信託美國政府0至1年期債券ETF基金 (本基金之配息來源可能為收益平準金),TRUE
中國信託10年期以上電信業美元公司債券ETF基金 (本基金之配息來源可能為收益平準金),TRUE
中國信託20年期以上BBB級美元公司債券ETF基金 (本基金之配息來源可能為收益平準金),TRUE
中國信託亞太實質收息多重資產基金 (本基金之配息來源可能為本金),TRUE
中國信託越南機會基金,FALSE
中國信託15年期以上新興市場美元主權低碳債券ETF基金 (本基金非屬環境、社會及治理相關主題基金),TRUE
中國信託恒生中國高股息ETF基金 (本子基金之配息來源可能為收益平準金且基金並無保證收益及配息),TRUE
中國信託臺灣ESG永續關鍵半導體ETF基金,FALSE
中國信託特選小資高價30ETF基金,FALSE
中國信託臺灣綠能及電動車ETF基金 (本基金非屬環境、社會及治理相關主題基金),FALSE
中國信託科技趨勢多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且本基金之配息來源可能為本金),TRUE
中國信託電池及儲能科技ETF基金,TRUE
中國信託 ESG 碳商機多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且本基金之配息來源可能為本金),TRUE
中國信託臺灣智慧50ETF基金,FALSE
中國信託特選金融及數據ETF基金,TRUE
中國信託ESG金融收益多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且本基金之配息來源可能為本金),TRUE
中國信託上櫃ESG 30 ETF基金,FALSE
中國信託成長轉機多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且本基金之配息來源可能為本金),TRUE
中國信託臺灣優選成長高股息ETF基金 (基金之配息來源可能為收益平準金 且 基金並無保證收益及配息),FALSE
中國信託上游半導體ETF基金,TRUE
中國信託15年期以上已開發市場投資級優化收益ESG美元公司債券ETF基金 (本子基金之配息來源可能為收益平準金並無保證收益及配息),TRUE
宏利台灣動力基金,FALSE
宏利亞太中小企業基金,TRUE
宏利全球動力股票基金,TRUE
宏利精選中華基金,TRUE
宏利特別股息收益基金 (本基金配息來源可能為本金),TRUE
宏利臺灣股息收益基金 (本基金配息來源可能為本金及收益平準金且並無保證收益及配息),FALSE
宏利實質多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),TRUE
宏利亞洲收益成長多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),TRUE
宏利全球科技基金 (本基金配息來源可能為本金),TRUE
宏利數位基礎設施多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),TRUE
貝萊德 iShares 安碩 0-3 月美國國庫證券指數基金 (基金之配息來源可能為本金),TRUE
貝萊德iShares安碩標普500卓越50 ETF基金 (基金之配息來源可能為收益平準金),TRUE
貝萊德iShares安碩收益優化投資等級債主動式ETF基金 (基金有一定比重投資於非投資等級之高風險債券，配息來源可能為收益平準金且並無保證收益及配息),TRUE
貝萊德iShares安碩10年期以上A級美元公司債ETF基金 (基金之配息來源 可能為收益平準金),TRUE
貝萊德寶利基金,FALSE
野村全球科技多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),TRUE
野村全球航運龍頭息收ETF基金 (本基金之配息來源可能為收益平準金且並無保證收益及配息),TRUE
野村美日ETF傘型基金之美國創新研發龍頭ETF基金,TRUE
野村美日ETF傘型基金之日本價值動能高息ETF基金 (本基金之配息來源可能為收益平準金且並無保證收益及配息),TRUE
野村臺灣智慧優選主動式ETF基金 (本基金之配息來源可能為收益平準金),FALSE
野村臺灣增強50主動式ETF基金,FALSE
野村日本東證ETF基金,TRUE
野村澳洲10年期以上主權及類主權債券ETF基金 (本基金之配息來源可能為收益平準金),TRUE
野村成長傘型基金之臺灣創新科技50ETF連結基金,FALSE
野村臺灣策略高息主動式ETF基金 (本基金之配息來源可能為收益平準金且並無保證收益及配息),FALSE
野村全球稀土與關鍵資源ETF基金,TRUE
野村臺灣智慧優選主動式ETF連結基金,FALSE
野村鴻運基金,FALSE
野村鴻利基金,FALSE
野村台灣運籌基金,FALSE
野村環球基金,TRUE
野村積極成長基金,FALSE
野村全球品牌基金,TRUE
野村成長基金,FALSE
野村高科技基金,FALSE
野村平衡基金,FALSE
野村ｅ科技基金,FALSE
野村中小基金,FALSE
野村優質基金,FALSE
野村泰國基金,TRUE
野村中國機會基金,TRUE
野村巴西基金,TRUE
野村雙印傘型基金之印度潛力基金,TRUE
野村動態配置多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),TRUE
野村日本領先基金,TRUE
野村多元收益多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金且並無保證收益及配息),TRUE
野村亞太高股息基金 (本基金之配息來源可能為本金且並無保證收益及配息),TRUE
野村全球生技醫療基金,TRUE
野村全球正向效應成長基金 (本基金配息來源可能為本金且非屬環境、社會及治理相關主題基金),TRUE
野村全球基礎建設大未來基金,TRUE
野村環球時機多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),TRUE
野村策略轉機多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),TRUE
野村臺灣創新科技50ETF基金 (本基金之配息來源可能為收益平準金),FALSE
野村臺灣趨勢動能高股息ETF基金 (本基金之配息來源可能為收益平準金且並無保證收益及配息),FALSE
野村全球高股息基金 (本基金之配息來源可能為本金且並無保證收益及配息),TRUE
野村台灣高股息基金 (本基金之配息來源可能為本金且並無保證收益及配息),FALSE
聯邦台灣精彩50ETF基金 (本基金之配息來源可能為收益平準金),FALSE
聯邦日本收益成長多重資產基金 (本基金配息來源可能為本金),TRUE
聯邦美國金融創新ETF基金 (本基金之配息來源可能為收益平準金),TRUE
聯邦精選科技基金,FALSE
聯邦中國龍基金,FALSE
聯邦環太平洋平衡基金 ((本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金)),TRUE
聯邦高息策略多重資產基金 ((本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)),TRUE
聯邦低碳目標多重資產基金,TRUE
聯邦民生基礎建設股票入息基金 ((本基金配息來源可能為本金)),TRUE
聯邦臺灣精選收益多重資產基金 ((本基金配息來源可能為本金)),FALSE
聯邦金鑽平衡基金,FALSE
東方匯理全球多重資產成長收益基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),TRUE
東方匯理實質收息多重資產基金 (本基金之配息來源可能為本金),TRUE
東方匯理先進醫療科技多重資產基金 (本基金之配息來源可能為本金),TRUE
東方匯理創新趨勢多重資產基金 (本基金之配息來源可能為本金),TRUE
安聯AI收益成長多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),TRUE
安聯台灣高息成長主動式ETF基金 (本基金之配息來源可能為收益平準金且基金並無保證收益及配息),FALSE
安聯台灣主動式ETF基金 (本基金之配息來源可能為收益平準金且基金並無保證收益及配息),FALSE
安聯美國科技領航主動式ETF基金 (本基金之配息來源可能為收益平準金),TRUE
安聯全球生技趨勢基金,TRUE
安聯台灣大壩基金,FALSE
安聯台灣科技基金,FALSE
安聯中國策略基金,TRUE
安聯全球油礦金趨勢基金,TRUE
安聯中國東協基金,TRUE
安聯中華新思路基金,TRUE
安聯全球綠能趨勢基金,TRUE
安聯全球股票多元投資風格基金,TRUE
安聯全球農金趨勢基金,TRUE
安聯台灣智慧基金,FALSE
安聯收益成長多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),TRUE
安聯特別收益多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),TRUE
安聯全球新興市場基金,TRUE
國泰大和日本不動產收息ETF基金 (本基金並無保證收益及配息),TRUE
國泰台股動能高息主動式ETF基金 (基金之配息來源可能為收益平準金且並無保證收益及配息),FALSE
國泰全球多元收益傘型基金之全球收益非投資等級債券ETF基金 (基金之配息來源可能為收益平準金),TRUE
國泰小龍基金,FALSE
國泰科技生化基金,FALSE
國泰國泰基金,FALSE
國泰中小成長基金,FALSE
國泰大中華基金,FALSE
國泰中港台基金,TRUE
國泰新興市場基金,TRUE
國泰中國內需增長基金,TRUE
國泰中國新興戰略基金,TRUE
國泰收益傘型基金之全球多重收益平衡基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),TRUE
國泰亞洲成長基金,TRUE
國泰富時中國A50基金,TRUE
國泰亞太入息平衡基金 (本基金有相當比重投資於非投資等級之高風險債券，基金並無保證收益及配息且配息來源可能為本金),TRUE
國泰日本ETF傘型基金之日經225基金,TRUE
國泰美國ETF傘型基金之道瓊工業平均指數基金,TRUE
國泰美國債券ETF傘型基金之20年期(以上)美國公債指數基金 (基金之配息來源可能為收益平準金),TRUE
國泰低波動ETF傘型基金之臺灣低波動股利精選30基金 (本基金並無保證收益及配息),FALSE
國泰低波動ETF傘型基金之美國標普500低波動高股息基金 (本基金並無保證收益及配息),TRUE
國泰全球基礎建設基金,TRUE
國泰息收ETF傘型基金之10年期(以上)BBB美元息收公司債券基金 (基金之配息來源可能為收益平準金且本基金並無保證收益及配息),TRUE
國泰息收ETF傘型基金之優選1-5年美元非投資等級債券基金 (本基金並無保證收益及配息),TRUE
國泰息收ETF傘型基金之新興市場5年期(以上)美元息收投資等級債券基金 (基金之配息來源可能為收益平準金且本基金並無保證收益及配息),TRUE
國泰趨勢ETF傘型基金之納斯達克全球人工智慧及機器人基金,TRUE
國泰趨勢ETF傘型基金之臺韓科技基金,TRUE
國泰趨勢ETF傘型基金之富時新興市場基金,TRUE
國泰10年期以上A等級美元公司債券ETF基金 (基金之配息來源可能為收益平準金),TRUE
國泰標普北美科技ETF基金,TRUE
國泰旗艦產業ETF傘型基金之15年期以上A等級公用事業產業債券基金,TRUE
國泰旗艦產業ETF傘型基金之15年期以上A等級科技產業債券基金,TRUE
國泰旗艦產業ETF傘型基金之7-10年A等級金融產業債券基金,TRUE
國泰大三元ETF傘型基金之15年期以上A等級醫療保健產業債券基金,TRUE
國泰大三元ETF傘型基金之美國費城半導體基金,TRUE
國泰美國收益傘型基金之美國短期公債ETF基金,TRUE
國泰美國收益傘型基金之美國多重收益平衡基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),TRUE
國泰網路資安ETF基金,TRUE
國泰台灣高股息傘型基金之台灣ESG永續高股息ETF基金 (基金之配息來源可能為收益平準金且本基金並無保證收益及配息),FALSE
國泰台灣高股息傘型基金之台灣高股息基金 (本基金並無保證收益及配息),FALSE
國泰台灣科技龍頭ETF基金,FALSE
國泰全球智能電動車ETF基金,TRUE
國泰全球基因免疫與醫療革命ETF基金,TRUE
國泰美國ESG基金,TRUE
國泰全球數位支付服務ETF基金,TRUE
國泰全球品牌50ETF基金 (本基金之配息來源可能為收益平準金),TRUE
國泰台灣領袖 50 ETF 基金 (基金之配息來源可能為收益平準金),FALSE
國泰10年以上投資級金融債券ETF基金 (基金之配息來源可能為收益平準金),TRUE
富達台灣成長基金,FALSE
富達智慧醫療多重資產收益基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金或收益平準金),TRUE
富達未來通訊多重資產收益基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金或收益平準金),TRUE
富達永續減碳商機多重資產收益基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金或收益平準金),TRUE
富達永續全球股票收益基金 (本基金之配息來源可能為本金或收益平準金且並無保證收益及配息),TRUE
德銀遠東DWS台灣旗艦基金,FALSE
德銀遠東DWS全球原物料能源基金,TRUE
凱基全球10年期以上美元A級公司債券ETF基金 (本基金之配息來源可能為收益平準金),TRUE
凱基優選台灣 AI 50 ETF基金 (本基金之配息來源可能為收益平準金),FALSE
凱基美國Top股債平衡ETF基金,TRUE
凱基雙核收息債股平衡ETF基金 (本基金之配息來源可能為收益平準金且基金並無保證收益及配息),TRUE
凱基台灣TOP 50 ETF基金,FALSE
凱基台灣主動式ETF基金,FALSE
凱基開創基金,FALSE
凱基台灣精五門基金,FALSE
凱基新興市場中小基金,TRUE
凱基雲端趨勢基金,TRUE
凱基醫院及長照產業基金,TRUE
凱基台商天下基金,TRUE
凱基全球息收ETF傘型基金之凱基10年期以上新興市場BBB美元主權債及類主權債券ETF基金 (本基金之配息來源可能為收益平準金),TRUE
凱基全球息收ETF傘型基金之凱基10年期以上科技業公司債券ETF基金 (本基金之配息來源可能為收益平準金),TRUE
凱基多元收益ETF傘型基金之凱基15年期以上AAA至A級美元公司債券ETF基金 (本基金之配息來源可能為收益平準金),TRUE
凱基多元收益ETF傘型基金之凱基20年期以上美元金融債券ETF基金 (本基金之配息來源可能為收益平準金),TRUE
凱基多元收益ETF傘型基金之凱基25年期以上美國公債ETF基金 (本基金之配息來源可能為收益平準金),TRUE
凱基精選美元債券ETF傘型基金之凱基15年期以上美元投資等級精選公司債券ETF基金 (本基金之配息來源可能為收益平準金),TRUE
凱基精選美元債券ETF傘型基金之凱基20年期以上AAA至AA級大型美元公司債券ETF基金 (本基金之配息來源可能為收益平準金),TRUE
凱基臺灣多元收益多重資產基金,FALSE
凱基收益成長多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),TRUE
凱基未來世代關鍵收息多重資產基金 (本基金之配息來源可能為本金),TRUE
凱基環球傘型基金之凱基 15 年期以上美元 BBB 級 ESG 永續公司債券 ETF 基金 (本基金之配息來源可能為收益平準金),TRUE
凱基環球趨勢基金,TRUE
凱基未來移動基金,TRUE
凱基台灣優選高股息30 ETF基金 (本基金之配息來源可能為收益平準金且基金並無保證收益及配息),FALSE
凱基未來樂活多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),TRUE
凱基全球菁英55 ETF基金,TRUE
凱基實質收息多重資產基金 (本基金之配息來源可能為本金),TRUE
凱基台灣優選30 ETF基金 (本基金之配息來源可能為收益平準金),FALSE
凱基美國優選收益非投資等級債券ETF基金 (本基金之配息來源可能為收益平準金),TRUE
施羅德美國成長多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券),FALSE
施羅德台美雙利多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),FALSE
施羅德台灣樂活中小基金,FALSE
施羅德全週期成長多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),TRUE
街口台灣基金,FALSE
街口全球時尚精品基金,TRUE
街口中小型基金,FALSE
富蘭克林華美臺灣ESG永續高息ETF基金,FALSE
富蘭克林華美20年期以上BBB投資級美元公司債ETF基金 (本基金之配息來源可能為收益平準金),TRUE
富蘭克林華美10年期以上投資級美元金融債ETF基金 (本基金之配息來源可能為收益平準金),TRUE
富蘭克林華美美國收益多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),TRUE
富蘭克林華美第一富基金,FALSE
富蘭克林華美中華基金,TRUE
富蘭克林華美中國消費基金,TRUE
富蘭克林華美台股傘型基金之高科技基金,FALSE
富蘭克林華美中國傘型基金之中國A股基金,TRUE
富蘭克林華美全球成長基金,TRUE
富蘭克林華美多重資產收益基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),TRUE
富蘭克林華美亞太平衡基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),TRUE
富蘭克林華美全球醫療保健基金,TRUE
富蘭克林華美新世界股票基金,TRUE
富蘭克林華美特別股收益基金 (本基金之配息來源可能為本金),TRUE
富蘭克林華美AI新科技基金,TRUE
富蘭克林華美全球潔淨能源ETF基金,TRUE
富蘭克林華美生技基金,TRUE
富蘭克林華美臺灣Smart ETF基金,FALSE
富蘭克林華美全球基礎建設收益基金 (本基金之配息來源可能為本金),TRUE
台新日本半導體ETF基金 (基金之配息來源可能為收益平準金),TRUE
台新美日台半導體基金,TRUE
台新臺灣AI優息動能ETF基金,FALSE
台新20年期以上BBB美元投資等級公司債ETF基金,TRUE
台新10年期以上特選全球BBB美元投資等級公司債券ETF基金,TRUE
台新美國電力基建息收ETF基金,TRUE
台新全球傘型基金之台新標普500 ETF基金 (基金之配息來源可能為收益平準金),TRUE
台新全球傘型基金之標普科技精選 ETF 基金 (基金之配息來源可能為收益平準金),TRUE
台新全球傘型基金之台新收益領航多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),TRUE
台新全球龍頭成長主動式ETF基金,TRUE
台新臺灣優勢成長主動式ETF基金 (基金之配息來源可能為收益平準金),FALSE
台新美國聚焦傘型基金之台新美國優選收益非投資等級債券ETF基金 ((本基金之配息來源可能為收益平準金且無保證收益及配息)),TRUE
台新美國聚焦傘型基金之台新美國標普日常消費品精選行業指數基金,TRUE
台新彭博美國成長指數基金,TRUE
台新台灣富貴基金,FALSE
台新大三通基金,FALSE
台新2000高科技基金,FALSE
台新高股息平衡基金,FALSE
台新中國成長基金,TRUE
台新中國精選中小基金,TRUE
台新新興傘型基金之台新新興市場機會股票基金,TRUE
台新印度基金,TRUE
台新中國傘型基金之台新中証消費服務領先指數基金,TRUE
台新全球生技醫療基金,TRUE
台新美國豐收平衡基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),TRUE
台新MSCI中國基金,TRUE
台新智慧生活基金,TRUE
台新主流基金,FALSE
台新摩根大通新興市場投資等級美元債券ETF基金,TRUE
台新全球AI新創產業基金,TRUE
台新店頭基金,FALSE
台新全方位收益ETF傘型基金之台新富時15年以上特選產業美元投資等級債券ETF基金,TRUE
台新息收傘型基金之台新美元銀行債券15年期以上ETF基金,TRUE
台新首選收益傘型基金之台新15年期(以上)美元金融債券ETF基金,TRUE
台新全球特別股收益基金 (本基金之配息來源可能為本金),TRUE
台新SG全球AI機器人精選ETF基金,TRUE
台新優質收益ETF傘型基金之台新15年期(以上)A-BBB美元電信債券ETF基金,TRUE
台新中國通基金,FALSE
台新創新科技基金,FALSE
台新台灣中小基金,FALSE
台新恒生科技指數基金,TRUE
台新ESG環保愛地球成長基金,TRUE
台新中國政策趨勢基金,TRUE
台新臺灣全市場半導體精選30ETF基金,FALSE
台新臺灣高股息基金 (本基金並無保證收益及配息),FALSE
台新全球多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),TRUE
台新臺灣永續高息中小型ETF基金 (基金之配息來源可能為收益平準金),FALSE
台新美國20年期以上A級公司債券ETF基金 (基金之配息來源可能為收益平準金),TRUE
台新臺灣IC設計動能ETF基金 (基金之配息來源可能為收益平準金),FALSE
合庫入息優化多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),TRUE
合庫AI多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),TRUE
合庫核心趨勢多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),TRUE
合庫AI電力創新多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金。),TRUE
合庫台灣基金 (本基金之配息來源可能為本金),FALSE
合庫標普利變特別股收益指數基金 (本基金之配息可能涉及本金),TRUE
合庫AI電動車及車聯網創新基金,TRUE
合庫台灣高科技基金,FALSE
合庫全球醫療照護產業多重資產收益基金 (本基金之配息來源可能為本金),TRUE
合庫2032目標日期多重資產收益基金 (本基金之配息來源可能為本金),TRUE
合庫全球核心基礎建設收益基金 (本基金之配息來源可能為本金),TRUE
大華銀15年期以上BBB投資等級美國公司債券ETF基金 (本基金之配息來源可能為收益平準金),TRUE
大華銀優化收益15年期以上A級美國公司債券ETF基金 (本基金並無保證收益及配息且配息來源可能為收益平準金),TRUE
大華銀優化票息20年期以上美國政府債券ETF基金 (本基金並無保證收益及配息且配息來源可能為收益平準金),TRUE
大華銀Magnificent 7 Plus美國大型科技ETF基金,TRUE
大華銀台灣優選股利高填息30ETF基金 (本基金並無保證收益及配息且配息來源可能為收益平準金),FALSE
大華銀六年期美元保本基金 (本基金為保護型保本基金，保本比率為本金之100%，但投資人於基金到期日前提出買回申請，到期前之買回淨值不保證會高於基金保本率或發行價格),TRUE
路博邁台日雙星股票基金 (本基金配息來源可能為本金),FALSE
路博邁台灣5G股票基金 (基金之配息來源可能為本金),FALSE
路博邁收益成長多重資產基金 (本基金得投資於非投資等級之高風險債券且配息來源可能為本金),FALSE
路博邁5G股票基金,FALSE
路博邁顛覆式創新股票基金,FALSE
路博邁ESG優選平衡基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),FALSE
